categoria,candidato,word,sim,fecha
Corrupción,ARAUZ,causa,0.4328,2021-03-24
Corrupción,ARAUZ,procesos,0.4008,2021-03-22
Corrupción,ARAUZ,apoyará,0.2038,2021-03-22
Corrupción,ARAUZ,tungurahua,-0.019,2021-03-20
Corrupción,ARAUZ,construiré,-0.1176,2021-03-16
Corrupción,GUTIERREZ,especial,0.3658,2021-03-30
Corrupción,GUTIERREZ,venta,0.3205,2021-03-27
Corrupción,GUTIERREZ,sicariato,0.1439,2021-03-26
Corrupción,GUTIERREZ,rechazamos,0.0993,2021-03-10
Corrupción,GUTIERREZ,incondicionalmente,0.0758,2021-03-17
Corrupción,GUTIERREZ,impunidad,0.5969,2021-01-02
Corrupción,GUTIERREZ,despilfarro,0.4997,2021-01-11
Corrupción,GUTIERREZ,basta,0.3648,2021-01-25
Corrupción,GUTIERREZ,corrupcion,0.1669,2021-01-27
Corrupción,GUTIERREZ,espantosa,0.1498,2021-01-14
Corrupción,FREILE,escribir,0.1806,2021-03-26
Corrupción,FREILE,pierdan,0.1389,2021-03-12
Corrupción,FREILE,cristo,0.1182,2021-03-19
Corrupción,FREILE,cuidarse,0.0574,2021-03-31
Corrupción,FREILE,saldrías,-0.0917,2021-03-31
Corrupción,ARAUZ,privatización,0.3221,2021-01-19
Corrupción,ARAUZ,gasto,0.2869,2021-01-13
Corrupción,ARAUZ,grupo,0.2785,2021-01-18
Corrupción,ARAUZ,remisión,0.2217,2021-01-23
Corrupción,ARAUZ,aprendió,0.076,2021-01-25
Ambiente,FREILE,presencia,0.4205,2021-01-09
Ambiente,FREILE,capaz,0.3563,2021-01-03
Ambiente,FREILE,ojos,0.2003,2021-01-05
Ambiente,FREILE,look,0.1681,2021-01-16
Ambiente,FREILE,mameluco,-0.0664,2021-01-29
Ambiente,HERVAS,gracias,0.4146,2021-03-30
Ambiente,HERVAS,urgentes,0.251,2021-03-14
Ambiente,HERVAS,involucrarse,0.1576,2021-03-10
Ambiente,HERVAS,moro,0.1217,2021-03-10
Ambiente,HERVAS,guíe,0.0312,2021-03-15
Ambiente,HERVAS,tecnología,0.4696,2021-01-23
Ambiente,HERVAS,mundiales,0.4108,2021-01-25
Ambiente,HERVAS,realice,0.3013,2021-01-15
Ambiente,HERVAS,logra,0.2575,2021-01-27
Ambiente,HERVAS,invertiremos,-0.0346,2021-01-20
Ambiente,YAKU,comunitario,0.4193,2021-03-15
Ambiente,YAKU,larga,0.3073,2021-03-21
Ambiente,YAKU,suman,0.2308,2021-03-15
Ambiente,YAKU,asesinado,0.1395,2021-03-10
Ambiente,YAKU,extractivismo,-0.0709,2021-03-11
Ambiente,YAKU,amenaza,0.4051,2021-01-31
Ambiente,YAKU,violencia,0.3496,2021-01-21
Ambiente,YAKU,minero,0.2226,2021-01-22
Ambiente,YAKU,permitamos,-0.0228,2021-01-17
Ambiente,YAKU,extractivismo,-0.0709,2021-01-22
Ambiente,LASSO,ambiental,0.7044,2021-03-23
Ambiente,LASSO,protección,0.5455,2021-03-15
Ambiente,LASSO,cargo,0.4037,2021-03-19
Ambiente,LASSO,agenda,0.3287,2021-03-27
Ambiente,LASSO,prioricen,-0.0778,2021-03-27
Ambiente,LASSO,natural,0.4618,2021-01-31
Ambiente,LASSO,conocimiento,0.4371,2021-01-19
Ambiente,LASSO,eficiencia,0.4197,2021-01-13
Ambiente,LASSO,basada,0.361,2021-01-03
Ambiente,LASSO,apoyarlos,0.0429,2021-01-19
Ambiente,ARAUZ,marzo,0.3682,2021-03-13
Ambiente,ARAUZ,tarjeta,0.1744,2021-03-25
Ambiente,ARAUZ,nacer,0.1456,2021-03-20
Ambiente,ARAUZ,cosmovisión,0.1298,2021-03-27
Ambiente,ARAUZ,recta,0.0995,2021-03-30
Ambiente,GUTIERREZ,biodiversidad,0.5442,2021-03-29
Ambiente,GUTIERREZ,naturaleza,0.5218,2021-03-17
Ambiente,GUTIERREZ,bill,0.1688,2021-03-11
Ambiente,GUTIERREZ,bañarse,0.1207,2021-03-12
Ambiente,GUTIERREZ,embelesar,-0.0145,2021-03-28
Ambiente,GUTIERREZ,vulnerables,0.3474,2021-01-04
Ambiente,GUTIERREZ,amanecer,0.2279,2021-01-05
Ambiente,GUTIERREZ,vivamos,0.0681,2021-01-13
Ambiente,GUTIERREZ,augurios,0.0476,2021-01-09
Ambiente,GUTIERREZ,enfermar,0.0123,2021-01-11
Ambiente,FREILE,suele,0.3165,2021-03-20
Ambiente,FREILE,violación,0.2352,2021-03-10
Ambiente,FREILE,cocinar,0.204,2021-03-31
Ambiente,FREILE,avenida,0.1429,2021-03-16
Ambiente,FREILE,insinuar,0.0175,2021-03-26
Ambiente,ARAUZ,creativo,0.3097,2021-01-08
Ambiente,ARAUZ,desarrollará,0.2914,2021-01-09
Ambiente,ARAUZ,trazado,0.2484,2021-01-22
Ambiente,ARAUZ,usando,0.2355,2021-01-03
Ambiente,ARAUZ,símbolos,0.1568,2021-01-27
